listing_id,city,neighbourhood,price,rooms_left,is_pet_friendly,near_transit,has_breakfast,avg_30d_price,deal_threshold,is_deal,deal_percentage,tags,limited_availability,availability_level,neighbourhood_group,deal_start,deal_expiry,days_until_expiry,why_this_deal,what_to_watch
1258651,NYC,Harlem,329.0,20,1,0,0,362.53,308.15049999999997,False,9.2,Pet-friendly,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
1347204,NYC,Harlem,200.0,17,0,0,0,200.49,170.4165,False,0.2,Standard,False,High,Manhattan,2025-12-05 00:45:32.866180,2025-12-19 00:45:32.866180,12,in Manhattan,book within 48h for best rate
1494527,NYC,Williamsburg,145.0,11,1,1,0,161.83,137.5555,False,10.4,"Pet-friendly, Near transit",False,Medium,Brooklyn,2025-12-01 00:45:32.866180,2025-12-17 00:45:32.866180,10,"10% off, pet-friendly, in Brooklyn",book within 48h for best rate
1348118,NYC,Harlem,200.0,29,1,1,1,194.15,165.0275,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Manhattan",book within 48h for best rate
1268154,NYC,Maspeth,139.0,10,1,0,0,125.24,106.454,False,0.0,Pet-friendly,False,Medium,Queens,2025-12-02 00:45:32.866180,2025-12-12 00:45:32.866180,5,"pet-friendly, in Queens",book within 48h for best rate
1268175,NYC,East Village,145.0,21,1,1,0,148.41,126.1485,False,2.3,"Pet-friendly, Near transit",False,High,Manhattan,2025-12-05 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Manhattan",book within 48h for best rate
1506985,NYC,East Harlem,210.0,7,1,0,0,190.06,161.551,False,0.0,Pet-friendly,False,Low,Manhattan,2025-12-02 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
1278469,NYC,Bushwick,105.0,15,1,0,1,111.61,94.8685,False,5.9,"Pet-friendly, Breakfast included",False,Medium,Brooklyn,2025-12-01 00:45:32.866180,2025-12-14 00:45:32.866180,7,"pet-friendly, in Brooklyn",book within 48h for best rate
1354415,NYC,Bedford-Stuyvesant,121.0,19,0,0,1,133.58,113.543,False,9.4,Breakfast included,False,High,Brooklyn,2025-12-04 00:45:32.866180,2025-12-12 00:45:32.866180,5,"breakfast included, in Brooklyn",book within 48h for best rate
1355654,NYC,East Village,225.0,27,1,1,1,216.09,183.6765,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-04 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Manhattan",book within 48h for best rate
1281257,NYC,Financial District,275.0,5,1,1,0,258.65,219.85249999999996,False,0.0,"Pet-friendly, Near transit",False,Low,Manhattan,2025-12-04 00:45:32.866180,2025-12-13 00:45:32.866180,6,"pet-friendly, in Manhattan",book within 48h for best rate
1361017,NYC,Park Slope,140.0,12,1,0,1,126.19,107.2615,False,0.0,"Pet-friendly, Breakfast included",False,Medium,Brooklyn,2025-12-06 00:45:32.866180,2025-12-15 00:45:32.866180,8,"pet-friendly, in Brooklyn",book within 48h for best rate
1365028,NYC,SoHo,295.0,20,0,0,0,334.01,283.9085,False,11.7,Standard,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-18 00:45:32.866180,11,"12% off, in Manhattan",book within 48h for best rate
1370405,NYC,East Flatbush,96.0,25,0,0,1,105.46,89.64099999999999,False,9.0,Breakfast included,False,High,Brooklyn,2025-12-03 00:45:32.866180,2025-12-15 00:45:32.866180,8,"breakfast included, in Brooklyn",book within 48h for best rate
1300216,NYC,Astoria,130.0,22,1,1,0,148.6,126.30999999999999,False,12.5,"Pet-friendly, Near transit",False,High,Queens,2025-12-02 00:45:32.866180,2025-12-19 00:45:32.866180,12,"12% off, pet-friendly, in Queens",book within 48h for best rate
1516120,NYC,Williamsburg,185.0,5,0,0,0,169.76,144.296,False,0.0,Standard,False,Low,Brooklyn,2025-12-05 00:45:32.866180,2025-12-15 00:45:32.866180,8,in Brooklyn,book within 48h for best rate
1304459,NYC,Williamsburg,165.0,14,0,0,1,150.68,128.078,False,0.0,Breakfast included,False,Medium,Brooklyn,2025-12-05 00:45:32.866180,2025-12-15 00:45:32.866180,8,"breakfast included, in Brooklyn",book within 48h for best rate
1390532,NYC,Greenpoint,139.0,9,1,1,0,133.58,113.543,False,0.0,"Pet-friendly, Near transit",False,Medium,Brooklyn,2025-12-07 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Brooklyn",book within 48h for best rate
1524017,NYC,Chelsea,178.0,29,1,1,0,172.47,146.5995,False,0.0,"Pet-friendly, Near transit",False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-20 00:45:32.866180,13,"pet-friendly, in Manhattan",book within 48h for best rate
1392144,NYC,Crown Heights,375.0,5,1,0,1,346.39,294.43149999999997,False,0.0,"Pet-friendly, Breakfast included",False,Low,Brooklyn,2025-12-01 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Brooklyn",book within 48h for best rate
1392673,NYC,Greenpoint,139.0,17,0,0,0,125.8,106.92999999999999,False,0.0,Standard,False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-16 00:45:32.866180,9,in Brooklyn,book within 48h for best rate
1396458,NYC,Crown Heights,173.0,17,0,0,1,177.09,150.5265,False,2.3,Breakfast included,False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-15 00:45:32.866180,8,"breakfast included, in Brooklyn",book within 48h for best rate
1305346,NYC,SoHo,155.0,15,0,1,0,160.78,136.663,False,3.6,Near transit,False,Medium,Manhattan,2025-12-02 00:45:32.866180,2025-12-20 00:45:32.866180,13,"near transit, in Manhattan",book within 48h for best rate
1525602,NYC,Crown Heights,98.0,22,1,1,1,103.06,87.601,False,4.9,"Pet-friendly, Near transit, Breakfast included",False,High,Brooklyn,2025-12-03 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Brooklyn",book within 48h for best rate
1401826,NYC,Sunnyside,175.0,21,1,1,0,167.95,142.7575,False,0.0,"Pet-friendly, Near transit",False,High,Queens,2025-12-06 00:45:32.866180,2025-12-13 00:45:32.866180,6,"pet-friendly, in Queens",book within 48h for best rate
1530386,NYC,Chelsea,329.0,24,0,1,1,330.86,281.231,False,0.6,"Near transit, Breakfast included",False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-18 00:45:32.866180,11,"near transit, in Manhattan",book within 48h for best rate
1533652,NYC,Upper West Side,191.0,15,1,0,0,206.94,175.899,False,7.7,Pet-friendly,False,Medium,Manhattan,2025-12-06 00:45:32.866180,2025-12-09 00:45:32.866180,2,"pet-friendly, in Manhattan",expires in 2d
1534212,NYC,Sheepshead Bay,136.0,25,1,1,1,128.96,109.616,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,High,Brooklyn,2025-12-01 00:45:32.866180,2025-12-15 00:45:32.866180,8,"pet-friendly, in Brooklyn",book within 48h for best rate
1535236,NYC,Bedford-Stuyvesant,88.0,26,0,0,0,90.95,77.3075,False,3.2,Standard,False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-12 00:45:32.866180,5,in Brooklyn,book within 48h for best rate
1550558,NYC,Williamsburg,196.0,17,0,0,1,193.37,164.3645,False,0.0,Breakfast included,False,High,Brooklyn,2025-12-04 00:45:32.866180,2025-12-11 00:45:32.866180,4,"breakfast included, in Brooklyn",book within 48h for best rate
1313711,NYC,Prospect-Lefferts Gardens,165.0,14,0,1,0,176.72,150.212,False,6.6,Near transit,False,Medium,Brooklyn,2025-12-02 00:45:32.866180,2025-12-12 00:45:32.866180,5,"near transit, in Brooklyn",book within 48h for best rate
1320550,NYC,Upper East Side,294.0,12,1,1,1,334.2,284.07,False,12.0,"Pet-friendly, Near transit, Breakfast included",False,Medium,Manhattan,2025-12-01 00:45:32.866180,2025-12-09 00:45:32.866180,2,"12% off, pet-friendly, in Manhattan",expires in 2d
1322432,NYC,Bedford-Stuyvesant,381.0,29,0,0,0,366.07,311.1595,False,0.0,Standard,False,High,Brooklyn,2025-12-01 00:45:32.866180,2025-12-10 00:45:32.866180,3,in Brooklyn,book within 48h for best rate
1411811,NYC,West Village,264.0,29,1,0,0,279.58,237.64299999999997,False,5.6,Pet-friendly,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Manhattan",book within 48h for best rate
1322917,NYC,Upper East Side,151.0,16,0,0,1,149.58,127.143,False,0.0,Breakfast included,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-13 00:45:32.866180,6,"breakfast included, in Manhattan",book within 48h for best rate
1414305,NYC,Greenpoint,240.0,23,1,0,1,216.5,184.025,False,0.0,"Pet-friendly, Breakfast included",False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Brooklyn",book within 48h for best rate
1581579,NYC,Ditmars Steinway,338.0,26,1,1,1,374.65,318.4525,False,9.8,"Pet-friendly, Near transit, Breakfast included",False,High,Queens,2025-12-01 00:45:32.866180,2025-12-15 00:45:32.866180,8,"pet-friendly, in Queens",book within 48h for best rate
1325911,NYC,Kips Bay,170.0,11,1,1,0,176.6,150.10999999999999,False,3.7,"Pet-friendly, Near transit",False,Medium,Manhattan,2025-12-05 00:45:32.866180,2025-12-16 00:45:32.866180,9,"pet-friendly, in Manhattan",book within 48h for best rate
1591811,NYC,Williamsburg,150.0,19,0,1,1,144.78,123.063,False,0.0,"Near transit, Breakfast included",False,High,Brooklyn,2025-12-02 00:45:32.866180,2025-12-15 00:45:32.866180,8,"near transit, in Brooklyn",book within 48h for best rate
1598863,NYC,East Village,215.0,25,0,0,0,209.25,177.86249999999998,False,0.0,Standard,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-10 00:45:32.866180,3,in Manhattan,book within 48h for best rate
1440363,NYC,Harlem,86.0,5,0,1,1,83.45,70.9325,False,0.0,"Near transit, Breakfast included",False,Low,Manhattan,2025-12-07 00:45:32.866180,2025-12-09 00:45:32.866180,2,"near transit, in Manhattan",expires in 2d
1717058,NYC,SoHo,185.0,7,0,1,0,182.94,155.499,False,0.0,Near transit,False,Low,Manhattan,2025-12-03 00:45:32.866180,2025-12-17 00:45:32.866180,10,"near transit, in Manhattan",book within 48h for best rate
1717138,NYC,Flatbush,75.0,11,0,0,0,80.61,68.5185,False,7.0,Standard,False,Medium,Brooklyn,2025-12-06 00:45:32.866180,2025-12-20 00:45:32.866180,13,in Brooklyn,book within 48h for best rate
1613110,NYC,Greenpoint,139.0,19,0,1,0,159.53,135.6005,False,12.9,Near transit,False,High,Brooklyn,2025-12-03 00:45:32.866180,2025-12-20 00:45:32.866180,13,"13% off, near transit, in Brooklyn",book within 48h for best rate
1449546,NYC,Flatbush,100.0,20,0,1,0,99.11,84.2435,False,0.0,Near transit,False,High,Brooklyn,2025-12-05 00:45:32.866180,2025-12-18 00:45:32.866180,11,"near transit, in Brooklyn",book within 48h for best rate
1453998,NYC,Fort Greene,125.0,15,1,0,0,113.36,96.356,False,0.0,Pet-friendly,False,Medium,Brooklyn,2025-12-01 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Brooklyn",book within 48h for best rate
1456352,NYC,Upper West Side,192.0,23,0,0,0,203.66,173.111,False,5.7,Standard,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-13 00:45:32.866180,6,in Manhattan,book within 48h for best rate
1628156,NYC,Canarsie,175.0,9,0,0,0,161.63,137.38549999999998,False,0.0,Standard,False,Medium,Brooklyn,2025-12-06 00:45:32.866180,2025-12-13 00:45:32.866180,6,in Brooklyn,book within 48h for best rate
1634856,NYC,Williamsburg,200.0,8,0,1,0,189.1,160.73499999999999,False,0.0,Near transit,False,Low,Brooklyn,2025-12-04 00:45:32.866180,2025-12-17 00:45:32.866180,10,"near transit, in Brooklyn",book within 48h for best rate
1731245,NYC,Crown Heights,116.0,8,0,0,0,116.51,99.0335,False,0.4,Standard,False,Low,Brooklyn,2025-12-06 00:45:32.866180,2025-12-20 00:45:32.866180,13,in Brooklyn,book within 48h for best rate
1734724,NYC,Williamsburg,180.0,7,0,1,0,204.34,173.689,False,11.9,Near transit,False,Low,Brooklyn,2025-12-03 00:45:32.866180,2025-12-09 00:45:32.866180,2,"12% off, near transit, in Brooklyn",expires in 2d
1735804,NYC,Bedford-Stuyvesant,175.0,21,1,1,1,194.35,165.1975,False,10.0,"Pet-friendly, Near transit, Breakfast included",False,High,Brooklyn,2025-12-05 00:45:32.866180,2025-12-10 00:45:32.866180,3,"pet-friendly, in Brooklyn",book within 48h for best rate
1640995,NYC,Upper East Side,114.0,6,0,1,1,127.3,108.205,False,10.4,"Near transit, Breakfast included",False,Low,Manhattan,2025-12-06 00:45:32.866180,2025-12-10 00:45:32.866180,3,"10% off, near transit, in Manhattan",book within 48h for best rate
1645667,NYC,Bedford-Stuyvesant,170.0,24,0,1,1,166.87,141.8395,False,0.0,"Near transit, Breakfast included",False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-13 00:45:32.866180,6,"near transit, in Brooklyn",book within 48h for best rate
1465446,NYC,Harlem,182.0,21,0,0,0,198.05,168.3425,False,8.1,Standard,False,High,Manhattan,2025-12-04 00:45:32.866180,2025-12-19 00:45:32.866180,12,in Manhattan,book within 48h for best rate
1646432,NYC,Bedford-Stuyvesant,145.0,26,1,1,1,161.82,137.547,False,10.4,"Pet-friendly, Near transit, Breakfast included",False,High,Brooklyn,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"10% off, pet-friendly, in Brooklyn",book within 48h for best rate
1742654,NYC,Hell's Kitchen,180.0,6,1,0,0,200.32,170.272,False,10.1,Pet-friendly,False,Low,Manhattan,2025-12-03 00:45:32.866180,2025-12-13 00:45:32.866180,6,"10% off, pet-friendly, in Manhattan",book within 48h for best rate
1467106,NYC,Bedford-Stuyvesant,211.0,17,1,1,0,217.48,184.85799999999998,False,3.0,"Pet-friendly, Near transit",False,High,Brooklyn,2025-12-06 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Brooklyn",book within 48h for best rate
1470069,NYC,Bedford-Stuyvesant,120.0,24,0,0,1,133.87,113.7895,False,10.4,Breakfast included,False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-10 00:45:32.866180,3,"10% off, breakfast included, in Brooklyn",book within 48h for best rate
1649957,NYC,Morningside Heights,128.0,11,1,1,0,116.65,99.1525,False,0.0,"Pet-friendly, Near transit",False,Medium,Manhattan,2025-12-07 00:45:32.866180,2025-12-15 00:45:32.866180,8,"pet-friendly, in Manhattan",book within 48h for best rate
1743379,NYC,Williamsburg,170.0,24,1,0,0,154.08,130.96800000000002,False,0.0,Pet-friendly,False,High,Brooklyn,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Brooklyn",book within 48h for best rate
1475084,NYC,Lower East Side,179.0,27,0,1,0,197.49,167.8665,False,9.4,Near transit,False,High,Manhattan,2025-12-07 00:45:32.866180,2025-12-12 00:45:32.866180,5,"near transit, in Manhattan",book within 48h for best rate
1745430,NYC,Greenpoint,179.0,8,1,0,1,197.77,168.1045,False,9.5,"Pet-friendly, Breakfast included",False,Low,Brooklyn,2025-12-02 00:45:32.866180,2025-12-09 00:45:32.866180,2,"pet-friendly, in Brooklyn",expires in 2d
1750679,NYC,Crown Heights,185.0,5,0,0,0,183.75,156.1875,False,0.0,Standard,False,Low,Brooklyn,2025-12-03 00:45:32.866180,2025-12-14 00:45:32.866180,7,in Brooklyn,book within 48h for best rate
1476238,NYC,Midtown,279.0,5,0,1,0,256.98,218.43300000000002,False,0.0,Near transit,False,Low,Manhattan,2025-12-01 00:45:32.866180,2025-12-10 00:45:32.866180,3,"near transit, in Manhattan",book within 48h for best rate
1478946,NYC,Chelsea,110.0,20,0,0,0,112.19,95.36149999999999,False,2.0,Standard,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-11 00:45:32.866180,4,in Manhattan,book within 48h for best rate
1479283,NYC,Chelsea,90.0,25,0,0,0,88.99,75.6415,False,0.0,Standard,False,High,Manhattan,2025-12-05 00:45:32.866180,2025-12-13 00:45:32.866180,6,in Manhattan,book within 48h for best rate
1654929,NYC,Flatbush,97.0,27,0,0,1,104.15,88.5275,False,6.9,Breakfast included,False,High,Brooklyn,2025-12-02 00:45:32.866180,2025-12-17 00:45:32.866180,10,"breakfast included, in Brooklyn",book within 48h for best rate
1654970,NYC,Park Slope,250.0,24,0,1,0,259.93,220.9405,False,3.8,Near transit,False,High,Brooklyn,2025-12-05 00:45:32.866180,2025-12-11 00:45:32.866180,4,"near transit, in Brooklyn",book within 48h for best rate
1655550,NYC,Hell's Kitchen,170.0,21,1,1,1,182.42,155.057,False,6.8,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-07 00:45:32.866180,2025-12-11 00:45:32.866180,4,"pet-friendly, in Manhattan",book within 48h for best rate
1486099,NYC,Greenpoint,169.0,14,0,1,0,166.92,141.88199999999998,False,0.0,Near transit,False,Medium,Brooklyn,2025-12-05 00:45:32.866180,2025-12-11 00:45:32.866180,4,"near transit, in Brooklyn",book within 48h for best rate
1656621,NYC,Bedford-Stuyvesant,160.0,17,1,1,0,171.2,145.51999999999998,False,6.5,"Pet-friendly, Near transit",False,High,Brooklyn,2025-12-03 00:45:32.866180,2025-12-11 00:45:32.866180,4,"pet-friendly, in Brooklyn",book within 48h for best rate
1766846,NYC,East Village,134.0,7,0,0,1,121.36,103.15599999999999,False,0.0,Breakfast included,False,Low,Manhattan,2025-12-07 00:45:32.866180,2025-12-17 00:45:32.866180,10,"breakfast included, in Manhattan",book within 48h for best rate
1490223,NYC,Port Morris,89.0,21,0,0,0,81.88,69.598,False,0.0,Standard,False,High,Bronx,2025-12-07 00:45:32.866180,2025-12-16 00:45:32.866180,9,in Bronx,book within 48h for best rate
1491991,NYC,Park Slope,190.0,23,1,1,1,198.62,168.827,False,4.3,"Pet-friendly, Near transit, Breakfast included",False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-12 00:45:32.866180,5,"pet-friendly, in Brooklyn",book within 48h for best rate
1664614,NYC,Upper West Side,375.0,7,0,0,1,388.64,330.344,False,3.5,Breakfast included,False,Low,Manhattan,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"breakfast included, in Manhattan",book within 48h for best rate
1776732,NYC,Upper West Side,500.0,15,0,1,0,549.46,467.041,False,9.0,Near transit,False,Medium,Manhattan,2025-12-05 00:45:32.866180,2025-12-19 00:45:32.866180,12,"near transit, in Manhattan",book within 48h for best rate
1668328,NYC,Williamsburg,155.0,25,1,1,0,143.03,121.57549999999999,False,0.0,"Pet-friendly, Near transit",False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-14 00:45:32.866180,7,"pet-friendly, in Brooklyn",book within 48h for best rate
1669149,NYC,Hell's Kitchen,280.0,9,1,0,1,280.42,238.357,False,0.1,"Pet-friendly, Breakfast included",False,Medium,Manhattan,2025-12-05 00:45:32.866180,2025-12-13 00:45:32.866180,6,"pet-friendly, in Manhattan",book within 48h for best rate
1876811,NYC,Gramercy,281.0,22,0,0,1,262.34,222.98899999999998,False,0.0,Breakfast included,False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-14 00:45:32.866180,7,"breakfast included, in Manhattan",book within 48h for best rate
1670517,NYC,Gramercy,275.0,17,1,0,1,269.63,229.1855,False,0.0,"Pet-friendly, Breakfast included",False,High,Manhattan,2025-12-05 00:45:32.866180,2025-12-15 00:45:32.866180,8,"pet-friendly, in Manhattan",book within 48h for best rate
1672860,NYC,Hell's Kitchen,170.0,26,1,0,1,182.11,154.7935,False,6.6,"Pet-friendly, Breakfast included",False,High,Manhattan,2025-12-01 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Manhattan",book within 48h for best rate
1672977,NYC,Hell's Kitchen,225.0,10,0,0,0,208.42,177.15699999999998,False,0.0,Standard,False,Medium,Manhattan,2025-12-01 00:45:32.866180,2025-12-19 00:45:32.866180,12,in Manhattan,book within 48h for best rate
1673040,NYC,Hell's Kitchen,225.0,5,1,1,0,246.59,209.6015,False,8.8,"Pet-friendly, Near transit",False,Low,Manhattan,2025-12-06 00:45:32.866180,2025-12-09 00:45:32.866180,2,"pet-friendly, in Manhattan",expires in 2d
1781786,NYC,Harlem,164.0,29,1,0,0,178.01,151.30849999999998,False,7.9,Pet-friendly,False,High,Manhattan,2025-12-07 00:45:32.866180,2025-12-14 00:45:32.866180,7,"pet-friendly, in Manhattan",book within 48h for best rate
1688914,NYC,Harlem,135.0,26,1,1,1,144.78,123.063,False,6.8,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-07 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Manhattan",book within 48h for best rate
1887600,NYC,Midtown,450.0,12,1,1,0,409.8,348.33,False,0.0,"Pet-friendly, Near transit",False,Medium,Manhattan,2025-12-02 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
1782872,NYC,Tribeca,192.0,20,0,0,1,184.49,156.8165,False,0.0,Breakfast included,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-17 00:45:32.866180,10,"breakfast included, in Manhattan",book within 48h for best rate
1893225,NYC,Prospect Heights,220.0,14,1,1,1,205.93,175.0405,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,Medium,Brooklyn,2025-12-01 00:45:32.866180,2025-12-10 00:45:32.866180,3,"pet-friendly, in Brooklyn",book within 48h for best rate
1895739,NYC,Harlem,108.0,5,1,0,0,122.32,103.972,False,11.7,Pet-friendly,False,Low,Manhattan,2025-12-03 00:45:32.866180,2025-12-18 00:45:32.866180,11,"12% off, pet-friendly, in Manhattan",book within 48h for best rate
1691188,NYC,Maspeth,200.0,22,0,0,1,212.13,180.3105,False,5.7,Breakfast included,False,High,Queens,2025-12-01 00:45:32.866180,2025-12-18 00:45:32.866180,11,"breakfast included, in Queens",book within 48h for best rate
1896296,NYC,Greenpoint,169.0,14,1,1,1,171.47,145.74949999999998,False,1.4,"Pet-friendly, Near transit, Breakfast included",False,Medium,Brooklyn,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Brooklyn",book within 48h for best rate
1897447,NYC,Gowanus,200.0,22,1,0,1,204.36,173.70600000000002,False,2.1,"Pet-friendly, Breakfast included",False,High,Brooklyn,2025-12-06 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Brooklyn",book within 48h for best rate
1793091,NYC,Upper West Side,175.0,8,0,1,0,169.23,143.8455,False,0.0,Near transit,False,Low,Manhattan,2025-12-05 00:45:32.866180,2025-12-17 00:45:32.866180,10,"near transit, in Manhattan",book within 48h for best rate
1702533,NYC,Park Slope,257.0,8,1,1,1,268.51,228.2335,False,4.3,"Pet-friendly, Near transit, Breakfast included",False,Low,Brooklyn,2025-12-04 00:45:32.866180,2025-12-16 00:45:32.866180,9,"pet-friendly, in Brooklyn",book within 48h for best rate
1797025,NYC,Crown Heights,95.0,15,0,0,1,94.61,80.4185,False,0.0,Breakfast included,False,Medium,Brooklyn,2025-12-05 00:45:32.866180,2025-12-11 00:45:32.866180,4,"breakfast included, in Brooklyn",book within 48h for best rate
1905865,NYC,Williamsburg,207.0,15,1,1,1,220.52,187.442,False,6.1,"Pet-friendly, Near transit, Breakfast included",False,Medium,Brooklyn,2025-12-04 00:45:32.866180,2025-12-15 00:45:32.866180,8,"pet-friendly, in Brooklyn",book within 48h for best rate
1708771,NYC,Washington Heights,75.0,17,0,1,1,77.54,65.909,False,3.3,"Near transit, Breakfast included",False,High,Manhattan,2025-12-05 00:45:32.866180,2025-12-17 00:45:32.866180,10,"near transit, in Manhattan",book within 48h for best rate
1709089,NYC,Williamsburg,120.0,28,1,0,0,113.33,96.3305,False,0.0,Pet-friendly,False,High,Brooklyn,2025-12-02 00:45:32.866180,2025-12-14 00:45:32.866180,7,"pet-friendly, in Brooklyn",book within 48h for best rate
1806378,NYC,Fort Greene,330.0,20,1,0,1,356.62,303.127,False,7.5,"Pet-friendly, Breakfast included",False,High,Brooklyn,2025-12-03 00:45:32.866180,2025-12-20 00:45:32.866180,13,"pet-friendly, in Brooklyn",book within 48h for best rate
1981590,NYC,Bushwick,135.0,18,0,0,0,123.76,105.196,False,0.0,Standard,False,High,Brooklyn,2025-12-06 00:45:32.866180,2025-12-11 00:45:32.866180,4,in Brooklyn,book within 48h for best rate
1984378,NYC,Bushwick,168.0,6,1,0,0,173.26,147.271,False,3.0,Pet-friendly,False,Low,Brooklyn,2025-12-04 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Brooklyn",book within 48h for best rate
1914231,NYC,Harlem,140.0,15,1,0,0,130.83,111.2055,False,0.0,Pet-friendly,False,Medium,Manhattan,2025-12-02 00:45:32.866180,2025-12-16 00:45:32.866180,9,"pet-friendly, in Manhattan",book within 48h for best rate
1984486,NYC,Crown Heights,140.0,13,0,1,0,134.09,113.9765,False,0.0,Near transit,False,Medium,Brooklyn,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"near transit, in Brooklyn",book within 48h for best rate
1920085,NYC,Long Island City,60.0,11,1,0,0,66.86,56.830999999999996,False,10.3,Pet-friendly,False,Medium,Queens,2025-12-07 00:45:32.866180,2025-12-13 00:45:32.866180,6,"10% off, pet-friendly, in Queens",book within 48h for best rate
1818820,NYC,Williamsburg,199.0,19,0,0,0,204.81,174.0885,False,2.8,Standard,False,High,Brooklyn,2025-12-02 00:45:32.866180,2025-12-18 00:45:32.866180,11,in Brooklyn,book within 48h for best rate
1921859,NYC,Astoria,154.0,9,0,1,0,160.09,136.0765,False,3.8,Near transit,False,Medium,Queens,2025-12-01 00:45:32.866180,2025-12-14 00:45:32.866180,7,"near transit, in Queens",book within 48h for best rate
1922967,NYC,Prospect-Lefferts Gardens,120.0,15,0,0,0,120.28,102.238,False,0.2,Standard,False,Medium,Brooklyn,2025-12-01 00:45:32.866180,2025-12-09 00:45:32.866180,2,in Brooklyn,expires in 2d
1925224,NYC,Williamsburg,250.0,16,1,0,0,228.84,194.514,False,0.0,Pet-friendly,False,High,Brooklyn,2025-12-03 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Brooklyn",book within 48h for best rate
1821541,NYC,East Village,350.0,8,1,1,0,364.67,309.9695,False,4.0,"Pet-friendly, Near transit",False,Low,Manhattan,2025-12-05 00:45:32.866180,2025-12-16 00:45:32.866180,9,"pet-friendly, in Manhattan",book within 48h for best rate
1988823,NYC,Harlem,180.0,6,1,0,1,179.09,152.2265,False,0.0,"Pet-friendly, Breakfast included",False,Low,Manhattan,2025-12-05 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Manhattan",book within 48h for best rate
1831227,NYC,Harlem,128.0,29,0,0,0,119.39,101.4815,False,0.0,Standard,False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-14 00:45:32.866180,7,in Manhattan,book within 48h for best rate
1835367,NYC,Chelsea,125.0,27,0,0,0,131.48,111.75799999999998,False,4.9,Standard,False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-14 00:45:32.866180,7,in Manhattan,book within 48h for best rate
2000576,NYC,Crown Heights,165.0,12,1,1,0,188.26,160.021,False,12.4,"Pet-friendly, Near transit",False,Medium,Brooklyn,2025-12-04 00:45:32.866180,2025-12-10 00:45:32.866180,3,"12% off, pet-friendly, in Brooklyn",book within 48h for best rate
